Income,Credit_Score,Debt_to_Income_Ratio,Loan_Amount,Employment_History,Previous_Loan_Repayment_History,Other_Factor,Loan_Default
-2.073446549497312,1.2469997728617885,0.6443648040349046,-2.549634260468554,2.7267931026569467,1.1367061035710024,3.2125676209297573,1
-0.42633921695235455,0.48660586844211695,0.14788824391663413,-0.7721567193705948,1.8709151900802008,-0.0432085668707201,0.8146465360963356,0
-0.622263290200819,-0.6398917122997658,1.0017891010565607,-0.5434745249585645,-0.7665701477073346,2.978553039166399,2.0779706219619127,0
-1.6134021365054776,1.7706796965507163,1.1831213894987476,-2.4664745019016254,2.7087110112411503,-1.7651844036351618,-0.08017005334475691,0
-1.9180077941091316,1.4019446003666305,1.0416469183310286,-2.2994146309357975,0.7420852020724583,-0.7937270928966107,0.493071632555543,0
-1.4508073089561948,2.2572905953372278,0.5149412599004592,-2.195316145744763,2.438778749857573,-2.467923571807748,-0.1624927474166844,0
2.148076425881288,0.21497985328944436,-0.7347056667493486,1.8322247060411554,0.8995084046107141,1.2578963860566867,1.0153975744237507,1
-1.5413662952148315,1.1447068758973815,1.1478653405502883,-1.91387851918391,0.4462367328256943,0.27704558496267445,1.0819874605420656,0
-1.8748615798134538,1.5507399427075774,1.1114269798317225,-2.2793687829366935,0.5361237140605077,-0.30784373619951794,0.9598296175683392,0
1.623815071014915,3.294342805272797,-1.9140096755171343,1.2069544450917657,0.1464861891594672,-2.6186616948658545,-0.09078415697412257,1
1.5944614434683149,0.8808819329094218,-0.8739974531644708,1.2306786418648288,1.2377278960623086,1.01638412614592,1.656227832741792,1
-2.042513905979356,2.6541108164898786,0.506264624929445,-2.841159780494187,2.882276367808334,-3.8495673473572225,-0.9049656767563963,0
-2.33003222059127,0.4671612094848737,-0.14403685227846608,-2.009805290888854,0.11349312171320036,-1.8517138639844075,-0.22657110409169579,0
-1.8093462227668424,-0.0025553320435338645,1.5026869283492674,-1.829754891592563,-0.6560259704505857,2.0325137037380836,1.7988829249599287,0
0.24446783519645032,0.8023486337935578,0.31967993541190953,-0.4471387778268432,2.731257744830403,1.3332296331863753,2.134768383678389,1
-0.2320033754926364,0.3769897256715823,1.1006809044757895,-0.6168995392687602,0.25215915356496277,2.0447625991276506,1.7055751915338386,0
4.268009878931107,1.2195225389870519,-2.451735755774723,3.943288638131652,0.5296204945964982,0.19526260337678256,0.5762259164827046,1
-3.5720924271882373,-1.7178527848258627,0.25446925765213113,-2.482898991858838,-1.3098362155684553,0.21407267362207213,0.5840685483818306,0
-0.8297218606664778,0.9303120306336441,0.350152285286648,-1.204363207240285,1.4724196219147745,-0.7616851859296059,0.32767799459781555,0
1.1022446482591675,0.2232452910368381,-1.4628440098243098,1.1128883362075035,1.3365877785971452,0.2615937254618737,1.195447207759403,1
-0.3177201300896063,1.8205679184507182,1.757463970866057,-1.329758971697704,1.224927988524658,1.2704487890808724,1.5964906432442976,0
-3.085622394689694,1.4999258819227768,0.07521841386045913,-3.067952755619965,1.0846835757936573,-3.393083372072807,-0.6956811799413929,0
-0.6036059665388562,-1.2621071123653858,1.3519427457195423,-0.4977335561609881,-0.7628753826569452,4.081873487454364,2.5594736232031527,0
-0.17787010327834574,0.8554749228818946,2.081496807374506,-1.0122109790001772,0.6305945364205184,2.9685009611938478,2.2895954267254055,0
-0.5537644087910023,2.1021763636537405,1.198034547165307,-1.4827824652064892,1.6072726679591254,-0.1000608928324677,0.9914756449677796,0
-0.19361406172346762,0.8040694161440183,0.5578302688590266,-0.6120392274844356,0.8926936350364488,1.050964914533083,1.4770654246243917,0
0.0018850548839044468,2.425422106417469,1.560386981133954,-1.3956762958252875,2.93207015768872,-0.14296409272637148,0.8945533164425834,0
-2.3763837275948116,1.008527879953945,0.8320279287675933,-2.5233106603789603,0.63403872747161,-1.2132767265494708,0.19475615608522612,0
-1.1725819888570035,3.250192022426332,1.7640681093034782,-2.5672274612488697,2.64352395343037,-1.7600301423925326,0.16063568660779692,0
-3.113484267673766,-0.4526935120707096,0.690961110578049,-2.6908452298483754,-0.019242518418062238,-0.5618968169792686,0.30675639309405067,0
-1.269561903758321,3.345641438303847,0.284443626045948,-2.115534588933329,1.85462445274956,-3.10899375889561,-0.2142007158881145,0
-1.5901087918535386,2.7493201234097464,0.8493460761635498,-2.553670465579937,2.7165988168061475,-2.6346490588619162,-0.13442960150603822,0
-2.262374051694654,0.8215477115463806,-0.495851227168022,-1.9722148254052054,0.4457921873039088,-2.2553778951187304,-0.12308684339306009,0
-0.6564287599859221,-0.6984302503302704,0.2550722189213359,-0.5138311872304793,0.35853668590687715,1.6717237950929402,1.531147249881165,0
-0.10681743004721078,0.7153052783296991,1.3230934360513347,-0.9449705092194598,2.193640672097483,1.2397065766866628,1.315201565999201,0
-0.6607956358113176,-0.3808672261552162,1.4594065665315403,-0.9550676144705349,0.4839724957632717,2.614379676801468,1.8442954059419696,0
-3.2506856401369344,1.0286202303858256,0.5094949105715336,-3.2313216337999386,1.3462547799111881,1.2047301701119635,3.5540401018162244,1
-0.7140952794711157,0.9858518245835698,0.059570421013919184,-0.8079169781651109,0.05795483083295938,0.6513641392258851,1.6272613223645815,1
1.4586744514195105,1.2088932794491147,-1.4797079502648103,1.3998628392794337,-0.020252416092114922,-1.1178201155650183,-0.10646683148213887,1
-0.05010831626080958,-0.21108806376522282,0.8394243424183767,-0.3636598807039503,0.9142887454208932,2.3698645865808956,1.9245137045383458,0
-0.3191435076306942,3.4644114489849693,0.6515729157045478,-1.6827946197631016,3.34465614855123,-2.7225144136371267,-0.17397318676493811,0
-0.5929876551719491,0.3563755743385725,1.583823021569131,-0.954354441931488,-0.40919394124176534,2.506111902472226,1.8510836852576729,0
-0.5163583326946022,-2.763275301841135,1.2328031215836908,0.1509349941154619,-2.2494130277639073,5.791908096289859,3.0773168545163623,0
-0.6656987673514393,-2.161628134482387,0.48092178908833905,0.13707668964454436,-2.3762218628451506,4.272889276446552,2.492097827257761,0
-0.4142968162594669,0.107390601795888,-0.3670684896593751,-0.4098194728545425,1.1602360235889466,1.3626631564724005,2.2233738146786397,1
-0.5474405439390505,3.0026850900783013,0.6085240157070144,-1.6488949177555439,2.5868706924762703,-2.3370399851200694,-0.08745640917557429,0
-0.3431212240780017,-2.8323854753455726,1.4798684337482269,0.1863299764161256,-1.8955932389560983,6.337587197350175,3.403029967718288,0
0.0010603045908841313,1.6125006648912332,1.743455276368338,-1.1337008050743906,1.9939972108636663,1.3275988740855436,1.5463095826692013,0
1.5813189662427098,-0.21187964715826357,-1.303580353208896,1.5773806238472126,1.1785770766665038,0.8577763416978064,1.1275234809106902,1
-2.278936355009731,3.16410554913274,0.7851120785761141,-3.125510663884503,2.2359562876635577,-3.618832610404968,-0.5828249994142907,0
0.7606227224705776,1.8744229936181922,-1.3245446412998403,0.48066757390061465,1.087258876488518,-0.9226514924736842,1.023972069493357,1
0.14680794654349394,1.5314139746721445,1.3387663790493005,-0.7986165926877646,1.4856276039052498,1.382602862756944,1.6508416815208604,0
-0.4643286364577631,3.398474314944512,1.266413672438461,-1.9500338687423067,3.2300486960933683,-1.898189495120499,0.23146315455539412,0
-1.698428762355281,0.32524769144385957,0.2727360505407319,-1.5872787573545475,0.3094725948317979,0.8138300174664149,1.8178997666802703,1
2.653999075872164,1.458254099023645,-1.6140787232792284,2.1364195393733074,1.528678351993455,-2.1853584449885464,-1.2258282819370265,1
-0.27339810265845566,2.893271265187866,0.7234068248924616,-1.5017675660298646,3.0664323986418984,-1.8899178510983132,0.1844358621108816,0
-1.1748314015512507,-2.310144711869688,0.2967657175487146,-0.29688982192432195,-1.7713688246501067,3.3211033474646032,1.975430736668858,0
-1.4179126065545504,0.5144055140959172,0.7423951208046302,-1.4711474789835846,-0.13823034190924233,0.6978255929500804,1.217376352576837,0
-1.713477242705233,-0.13346280867270566,-0.4617820114176061,-1.42037967986069,1.077165927853782,-1.2947680255232723,0.10078553697638182,0
-0.23230550700759767,-0.20759427745584746,1.2378347362700646,-0.5781533863966963,0.5457871459764903,2.6337848718400663,1.9173446788503221,0
-2.7481505771177837,2.064617446550621,0.8797653356892061,-3.168695996129113,1.2761539954933219,-2.754793252944568,-0.41788481829922874,0
-0.5297397621044864,1.1775440691060124,0.9821748179793346,-1.1955580835310873,1.5404916974167424,0.4449388856114336,1.1089364055271833,0
-2.07077599506679,-0.2862463041576264,0.3125009081822633,-1.7928460852783843,0.29777703454808957,-0.2558489626785634,0.5139918200734739,0
0.30732632550426,0.10438328700101551,-1.0397710728567862,0.497035022995487,0.385744359337281,0.6170859855174001,1.380810838334123,1
1.1458236761308678,0.6673117519536338,1.7052615183414703,0.06990486331444198,1.7555317968855615,3.3679772577832496,2.411041879714265,0
-1.7609332104007525,2.2948557418083606,0.3554125833793864,-2.186719679028688,0.9503335133942935,-2.1356196562174183,0.13486430223630053,0
-2.4259890982180723,0.8907838488555915,0.6118817774887044,-2.5289348281895605,0.9804752954646608,-1.5805464685799102,0.014734559244033774,0
